tweet_id,author_id,inbound,created_at,customer_text,response_tweet_id,in_response_to_tweet_id,customer_tweet_id,historical_reply,baseline_intent,baseline_escalate,baseline_escalation_reason
31444,122935,True,Wed Nov 01 03:17:31 +0000 2017,"Hey @AppleSupport I think my phone has dementia. No matter how many times I tell it not to update, it keeps asking.","31445,31443",,31444.0,"@122935 While this is expected to send reminders, you can leave us feedback about that here:  https://t.co/eTPVYVFyd8",software_troubleshooting,False,no high-risk term detected
31447,122936,True,Wed Nov 01 03:44:01 +0000 2017,"Hey @AppleSupport So it’s been like this for a while, from 10.13 to 10.13.1, even under the Technology Preview version, any idea? https://t.co/HEAH6jsNi3",31446,,31447.0,@122936 We want to take a look at this with you. Reach out to us in DM with more information. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
31449,122937,True,Wed Nov 01 17:11:35 +0000 2017,@AppleSupport October challenge was fine. November challenge went weird after update,31451,31448.0,31449.0,@122937 Which iPhone model do you have and what's the exact iOS version installed? Any steps tried so far? https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
31450,122937,True,Wed Nov 01 03:25:11 +0000 2017,#AppleWatch #os4.1 has a glitch. November Challenge show I’ve burnt a lot of calories in just 14.5 hrs @AppleSupport https://t.co/q30Qxagb7e,31448,,31450.0,"@122937 We'll be happy to help out. To clarify, did October record calorie burning accurately or is this a new issue for November?",software_troubleshooting,False,no high-risk term detected
31454,122938,True,Wed Nov 01 12:32:08 +0000 2017,"@AppleSupport Thanks! I guess I know the reason why.Wherever u put the assistive touch up,down,middle &amp; when pressed is also where the control center is.",31456,31452.0,31454.0,@122938 That is expected for Assitive Touch. The following article provides more information. https://t.co/v2idjufVri https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
31455,122938,True,Wed Nov 01 03:22:21 +0000 2017,"Hi @AppleSupport after upgrading to iOS 11.1 this control center dunno where to stay - up, middle and down.  Now in the upper section. ios11 https://t.co/pK9efWapng",31452,,31455.0,"@122938 Hey, we'd love to help with your AssistiveTouch. Let's try a standard restart, here's how: https://t.co/OWRDHWSt4h",software_troubleshooting,False,no high-risk term detected
31460,122939,True,Wed Nov 01 03:39:36 +0000 2017,Yo @115858 what’s this new questions mark in my predictive text? I’m assuming it has smtg to do with that bum ass update,31457,,31460.0,@122939 Hi there. We'd be happy to help. Can you tell us what you mean by new question mark?,software_troubleshooting,False,no high-risk term detected
31463,122940,True,Wed Nov 01 12:19:47 +0000 2017,"@AppleSupport Ok,I’ll give it a try",31465,31462.0,31463.0,@122940 We look forward to getting an update from you in the near future.,software_troubleshooting,False,no high-risk term detected
31466,122940,True,Thu Nov 02 10:20:54 +0000 2017,"@AppleSupport Update to latest version,did the restart thing but still no vibrate at all when notifications coming",31467,31465.0,31466.0,@122940 Let's look into this some more. Send us a DM and let us know anything else you have tried as well as the country you're in. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
31464,122940,True,Wed Nov 01 03:21:41 +0000 2017,"Hi @AppleSupport my iPhone vibration not working after update iOS 11.0.3,mine is iPhone 6S",31462,,31464.0,@122940 iOS 11.1 has just been released. Let's try updating to that and we'll see how things are. Here's how: https://t.co/80YRnjDFDk,software_troubleshooting,False,no high-risk term detected
31470,122941,True,Wed Nov 01 03:38:04 +0000 2017,"28 min Benutzung, 42 min Standby: 10% Akku verbraucht. Mit iOS 11.1 hat sich nichts getan, eher noch schlimmer geworden @AppleSupport","31471,31469,31472",,31470.0,@122941 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,software_troubleshooting,False,no high-risk term detected
31474,122942,True,Wed Nov 01 03:20:41 +0000 2017,"Ios 11.1 &amp; I can’t even turn off the wifi &amp; bluetooth from the control center!!

@115858 @AppleSupport",31473,,31474.0,@122942 We can help. Here's a great article to clarify more about Wi-Fi &amp; Bluetooth in the Control Center: https://t.co/vzVz37YMv0,software_troubleshooting,False,no high-risk term detected
31476,122943,True,Wed Nov 01 03:25:47 +0000 2017,@115858 HELP how can I fix this problem immediately ? #Apple #iOS11 @AppleSupport,31475,31477.0,31476.0,@122943 We've gotten your DM and will continue working with you there.,software_troubleshooting,False,no high-risk term detected
31479,122944,True,Wed Nov 01 03:16:08 +0000 2017,@AppleSupport pls help,31478,31480.0,31479.0,@122944 We'll do all we can to help out. Please DM us more about what's going on. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
31482,122945,True,Wed Nov 01 03:13:57 +0000 2017,@AppleSupport Help!! I need to update the payment method for my iPhone X pre-order. It won’t let me do it online,31481,,31482.0,@122945 We're happy to help you with that. DM us the country you are located in so we can better assist you:,billing_refund,False,no high-risk term detected
31484,122946,True,Wed Nov 01 12:17:26 +0000 2017,@AppleSupport But this does not solve the battery. When will they provide an update that resolves battery consumption?,31486,31483.0,31484.0,"@122946 If you are still experiencing issues with battery life, send us a DM. Let us know if there are any app updates available. https://t.co/GDrqU22YpT",software_troubleshooting,False,no high-risk term detected
31485,122946,True,Wed Nov 01 03:14:52 +0000 2017,Hey @115858 and @AppleSupport does this improve iOS11's excessive battery consumption? #iOS11 #ios #apple #battery https://t.co/EkBBoM6K2u,"31488,31483",,31485.0,@122946 Update improvements can resolve lots of issues. Learn more about iOS 11.1 here for specifics: https://t.co/iwrxY4BcIv,software_troubleshooting,False,no high-risk term detected
31490,122947,True,Wed Nov 01 15:14:24 +0000 2017,@AppleSupport I’m turning it off from the control center I believe,31492,31489.0,31490.0,@122947 OK! Take a look here for the way Wi-Fi functions in the Control Center of iOS 11:  https://t.co/G7BHuQnDS6,software_troubleshooting,False,no high-risk term detected
31491,122947,True,Wed Nov 01 03:24:53 +0000 2017,@115858 need a update for iOS 11 where the WiFi doesn’t turn itself on ALL THE TIME- Tia,31489,,31491.0,"@122947 We know how important your iPhone is. Tell us, are you turning Wi-Fi off from the Control Center or from Settings &gt; Wi-Fi?",software_troubleshooting,False,no high-risk term detected
31653,122985,True,Wed Nov 22 17:34:42 +0000 2017,#Siri is brain damaged.. and my phone has become ridiculously slow. I get that u want me to buy the new phone @115858 but far too obvious. @122986 pixel is looking better all the time..,31652,,31653.0,"@122985 We’re here to help with any issues you’re having. What exactly is going on with the device? Are certain apps or features running slowly? Also, which iOS version are you currently running? You can check that in Settings &gt; General &gt; About https://t.co/GDrqU22YpT",general_inquiry,False,no high-risk term detected
31860,123035,True,Wed Nov 01 05:03:13 +0000 2017,@AppleSupport hey this is the 2nd time I've seen a random $15 charge to my account from itunes on my card and I haven't gotten anything,31859,,31860.0,@123035 We'd want to get you in touch with our iTunes Store support here: https://t.co/SDIe7UiyJN,account_access,False,no high-risk term detected
31862,123036,True,Wed Nov 01 03:42:12 +0000 2017,"@AppleSupport Why can't I log into my icloud on my Iphone 7 plus?  My phone updated, logged me out of everything and won't take new pw.",31861,,31862.0,@123036 We'd like to help. Are you able to log into https://t.co/9bUADNIlYp successfully? Let us know in DM. https://t.co/GDrqU22YpT,account_access,False,no high-risk term detected
31864,123037,True,Wed Nov 01 03:52:01 +0000 2017,"Why oh why make @45572 on iOS harder to use. Can’t change title of an open doc! WTF, BAD, BAD @115858",31863,,31864.0,@123037 We want to get you in the right place for help. Use this link to connect to our Pages experts: https://t.co/IBIY3vMgPj,software_troubleshooting,False,no high-risk term detected
31866,123038,True,Wed Nov 01 05:11:17 +0000 2017,"@115858 since we have update our phone we are facing many problem ringer is not working,network issue, phone hang problem. Poor update",31865,,31866.0,"@123038 We want your iPhone to be working as expected. Send us a DM with more details, and we'll start there. https://t.co/GDrqU22YpT",software_troubleshooting,False,no high-risk term detected
31869,123039,True,Wed Nov 01 04:30:01 +0000 2017,@AppleSupport Battery draining in recent updates of iOS 11.1 on my iPhone 6s. Why please fix it as soon as possible,31867,,31869.0,"@123039 We've received your DM, and we'll continue working with you there. https://t.co/GDrqU22YpT",software_troubleshooting,False,no high-risk term detected
31871,123040,True,Wed Nov 01 04:22:58 +0000 2017,@AppleSupport please do something about iOS 11's battery drain issue. I literally have my iPhone 6 plugged in and it's still losing power.,31870,,31871.0,@123040 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
31873,123041,True,Wed Nov 01 04:31:10 +0000 2017,My iPhone just signed itself out of iCloud and I lost all of my synced contacts when I tried to sign back in. @AppleSupport,31872,,31873.0,@123041 Are these contacts on the iCloud website? Check here from a computer and let us know: https://t.co/tmRhWEkIq4,account_access,False,no high-risk term detected
31875,123042,True,Wed Nov 01 04:59:55 +0000 2017,@AppleSupport This is self explanatory screen shot of one of example of hanging https://t.co/mrQdCzjqXh,31874,31876.0,31875.0,@123042 Let's see if updating the iPhone to iOS 11.1 helps. DM us if it doesn't. https://t.co/80YRnjDFDk https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
31879,123042,True,Mon Oct 30 17:17:57 +0000 2017,@AppleSupport 6S,31876,31880.0,31879.0,@123042 Great. Let us know which specific iOS version you're running in a DM. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
31881,123042,True,Mon Oct 30 04:03:52 +0000 2017,"@115858 hi, facing problems of mobile hanging. Moblile gets hanged while having conference call, massaging, etc. become very slow many times",31880,,31881.0,@123042 That is certainly not the experience we want you to have. Which iPhone model do you use?,general_inquiry,False,no high-risk term detected
31883,123043,True,Wed Nov 01 12:49:29 +0000 2017,@AppleSupport Both downloading updates and new apps. No messages shown when I’m downloading.,31885,31882.0,31883.0,@123043 Excellent information. Please send us a DM telling us which iPhone you have and the iOS version it's currently running. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
31884,123043,True,Wed Nov 01 04:52:09 +0000 2017,@AppleSupport I can’t download apps from the app store.,31882,,31884.0,@123043 Let’s work together to get your apps downloading again. Are you downloading updates or new apps? Any messages when downloading?,software_troubleshooting,False,no high-risk term detected
31887,123044,True,Wed Nov 01 04:39:22 +0000 2017,#iOS11 keeps deleting apps!! For fucks sake @115858 sort your shit!,31886,,31887.0,@123044 We'd like to help. Could you Direct Message us so we can get more information? https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
31889,123045,True,Wed Nov 01 14:07:45 +0000 2017,@AppleSupport It didn’t work.,31891,31888.0,31889.0,@123045 Thanks for giving that a try! Go ahead and reach out to us in DM so we can continue troubleshooting together to resolve. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
31890,123045,True,Wed Nov 01 04:06:07 +0000 2017,@AppleSupport Yes...,31888,31892.0,31890.0,@123045 Thanks for that info. Let's go to Settings &gt; General &gt; Reset &gt; Reset Keyboard Dictionary. Then restart &amp; test again.,software_troubleshooting,False,no high-risk term detected
31893,123045,True,Tue Oct 31 21:35:43 +0000 2017,"I️ hate Chang sometimes, I️ really do.

@AppleSupport, fix the mystery boxes please. https://t.co/w6FieKqMWo",31892,,31893.0,@123045 We certainly want to help! Which version of iOS are you currently running? Have you updated to iOS 11.1?,software_troubleshooting,False,no high-risk term detected
31895,123046,True,Wed Nov 01 04:47:19 +0000 2017,@AppleSupport  somebody trying to get into my account,31894,,31895.0,@123046 Thanks for reaching out. We want to help. Tell us more about what's happening in DM. https://t.co/GDrqU22YpT,account_access,False,no high-risk term detected
31897,123047,True,Wed Nov 01 04:14:43 +0000 2017,someone help me what halloween sorcery is this @115858 https://t.co/nZGaYCxLBy,31896,,31897.0,@123047 Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT,general_inquiry,False,no high-risk term detected
31899,123048,True,Wed Nov 01 04:07:42 +0000 2017,"After the last update, I cannot hear my phone calls. What is happening? @115858 @AppleSupport",31898,,31899.0,@123048 Send us a DM and let us know what version of iOS you're currently running. We'll go from there. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
31901,123049,True,Wed Nov 01 04:13:40 +0000 2017,Nope. @AppleSupport what is going on?,31900,31902.0,31901.0,"@123049 We'll be happy to look into this with you. To get started, let us know which iOS version you have installed.",software_troubleshooting,False,no high-risk term detected
31904,123050,True,Thu Nov 02 21:32:05 +0000 2017,"@AppleSupport I updated to 11.1, and so far it works flawlessly!  Thanks for the new update!",31906,31903.0,31904.0,@123050 You're welcome.,software_troubleshooting,False,no high-risk term detected
31905,123050,True,Wed Nov 01 04:15:22 +0000 2017,"@115858 Iphone 8, ios 11.0.2.  Auto lock function not working properly. Will not lock unless i manually press power button. On for hours.",31903,,31905.0,@123050 We'd be happy to see what's causing Auto-Lock to not work as expected. Let's see if updating helps: https://t.co/80YRnjDFDk,software_troubleshooting,False,no high-risk term detected
31908,123051,True,Wed Nov 01 04:26:58 +0000 2017,@1111 @AppleSupport Yes. It became unstable :(,31907,31909.0,31908.0,@123051 We understand your concern. Let's work together to solve these issues. Does this Wi-Fi issue happen on all networks?,software_troubleshooting,False,no high-risk term detected
31911,123052,True,Wed Nov 01 04:08:07 +0000 2017,"@AppleSupport After updating to 10.13.1 to fix freeze issues of High Sierra, I went to a complete black screen. Test product before release",31910,,31911.0,@123052 We want to help. Are you still seeing a blank black screen on your Mac? Send us a DM. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
31913,123053,True,Wed Nov 01 04:12:09 +0000 2017,"@115858 iPhone 7 user with iOS 11 having a bug in its calculator app, 1+2+3=24
Thinking of buying a new apple iPhone x (wondering should I) https://t.co/J9g7i5TTuq",31912,,31913.0,@123053 We're happy to help you with this. Join us in DM so we may better assist you: https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
31915,123054,True,Wed Nov 01 03:47:58 +0000 2017,"Hey @115858 can you stop focusing on adding more emojis in updates, and start focusing on how to fix my phone’s battery?",31914,,31915.0,@123054 Battery life is surely important to us &amp; we'll do all we can to help. Which iPhone model &amp; what iOS version is installed?,software_troubleshooting,False,no high-risk term detected
31918,123055,True,Wed Nov 01 03:47:57 +0000 2017,@115858 the latest update is very glitchy! Did you do away with the double tap home button to bring the screen down for the PLUS? #notworking,31916,,31918.0,"@123055 We'd like to look into this with you. We recently released iOS 11.1, is this the update your referring to?",software_troubleshooting,False,no high-risk term detected
31920,123056,True,Wed Nov 01 15:05:06 +0000 2017,@AppleSupport That’s dumb as hell. Why isn’t there an X to close them out all the time? And not have to wait until an X to appear? Bring the X back!,31922,31919.0,31920.0,@123056 We can help get you to the right place to make your suggestion. Provide your feedback here:  https://t.co/eTPVYVFyd8,software_troubleshooting,False,no high-risk term detected
31921,123056,True,Wed Nov 01 04:09:27 +0000 2017,Is it just me or does the X to close out your notifications only show up sometimes? Does anyone know how to fix that? @AppleSupport https://t.co/qtY6wnrl19,"31919,31923",,31921.0,@123056 This is the expected behavior for notifications. Take a look at this: https://t.co/2txgOv5s2M,software_troubleshooting,False,no high-risk term detected
31925,123057,True,Wed Nov 01 12:36:09 +0000 2017,@AppleSupport Noted. Thank you!,31927,31924.0,31925.0,"@123057 No problem, we’re happy to help! Let us know if we can assist with anything in the future. Have a great day!",software_troubleshooting,False,no high-risk term detected
31926,123057,True,Wed Nov 01 04:16:10 +0000 2017,"@AppleSupport received this email which i believe happened to be a scammer, sender’s email is suspicious tho. Could u pls clarify this up? https://t.co/Lle0QVQaUP",31924,,31926.0,@123057 This is not a legitimate email from Apple. This article explains how to identify and report the email: https://t.co/LNMCdqt6fD,software_troubleshooting,False,no high-risk term detected
31929,123058,True,Wed Nov 01 04:22:24 +0000 2017,Okay @115858 fix this shit! I’m tired of seeing these boxes when I’m typing an I.,31928,,31929.0,@123058 We'd like to look into this with you. Please DM us your country and current iOS version. https://t.co/GDrqU22YpT,general_inquiry,False,no high-risk term detected
31931,123059,True,Wed Nov 01 04:08:22 +0000 2017,@AppleSupport Can I pay for  Care + online with an Apple Store gift card or do I have go into the store?,31930,,31931.0,@123059 We'll get you pointed in the right direction. Please DM us so we can go over all options. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
31933,123060,True,Wed Nov 01 04:01:27 +0000 2017,Why do my tweets have hashtags and square question marks? I’m updated to the latest iOS 11.1 @115858 fix me. #apple https://t.co/XzauijV1pG,31932,,31933.0,@123060 We've received your DM. Please look for a reply from us there.,software_troubleshooting,False,no high-risk term detected
31935,123061,True,Wed Nov 01 04:03:16 +0000 2017,"So at midnight my phone just went blank, spun the wheel,and asked me to enter my passcode ...wtf @AppleSupport since os 11 this randomly :(",31934,,31935.0,@123061 Let's take a look at this further for you. Reach out to us in DM with more information. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
31937,123062,True,Wed Nov 01 04:09:56 +0000 2017,@AppleSupport @AppleSupport whenever I type the letter “i” it auto corrects to a “a ?” What is going on!????,31936,31938.0,31937.0,@123062 Let us help you get this sorted out. Join us in DM so we can better assist you: https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
31940,123063,True,Wed Nov 01 03:53:24 +0000 2017,HEY @115858 WHY IS MY BLUETOOTH CONSTANTLY TURNING ITSELF ON BY ITSELF I WANT ANSWERS,"31941,31939",,31940.0,"@123063 Are you disabling Bluetooth from Control Center? If so, this is expected in iOS 11. Here's more info: https://t.co/vzVz37YMv0",general_inquiry,False,no high-risk term detected
31944,123064,True,Wed Nov 01 12:48:32 +0000 2017,@AppleSupport 7 plus latest iOS,31946,31942.0,31944.0,"@123064 We'd like you to reset your Keyboard Dictionary from Settings &gt; General &gt; Reset. Next, restart your iPhone. Any changes?",software_troubleshooting,False,no high-risk term detected
31947,123064,True,Wed Nov 01 15:54:46 +0000 2017,@AppleSupport Wait no never mind I️ still can’t type “I️”,31949,31946.0,31947.0,@123064 We'd be happy to look into this with you further. DM us using the link below and we'll go from there. https://t.co/GDrqU2kzhr,software_troubleshooting,False,no high-risk term detected
31945,123064,True,Wed Nov 01 03:55:07 +0000 2017,"Yo @AppleSupport  what’s up with this glitch every time I️ try to type the letter “I️” 

I",31942,,31945.0,@123064 We'd like to help you out. Which device are you using and which iOS are you running?,software_troubleshooting,False,no high-risk term detected
31951,123066,True,Wed Nov 01 04:07:51 +0000 2017,@AppleSupport thoughts https://t.co/W0JxkSxOU8,31950,31952.0,31951.0,"@123066 Let's team up on this. Send us a DM with the iOS version your iPhone is running, and we'll meet you there. https://t.co/GDrqU22YpT",software_troubleshooting,False,no high-risk term detected
31954,123067,True,Wed Nov 01 04:02:51 +0000 2017,"@AppleSupport everytime I go into social media I cannot DM anyone photos, not on twitter or Facebook. I have over 7k photos here it’s says 0 https://t.co/x2U9OUvota",31953,,31954.0,"@123067 We have received your DM and thank you for the time required to share this information with us, we will respond in DM shortly.",software_troubleshooting,False,no high-risk term detected
31956,123068,True,Wed Nov 01 04:03:30 +0000 2017,@AppleSupport That fixed it,31955,31957.0,31956.0,@123068 Great. Let us know if you have any further questions or concerns. We're happy to help.,software_troubleshooting,False,no high-risk term detected
31958,123068,True,Tue Oct 31 17:32:09 +0000 2017,@AppleSupport iPad 11.0.3 iPhone 11.0.3 and yes I have tried unpairing and issue still persisted,31957,31959.0,31958.0,@123068 We'd recommend creating a backup of the data on both devices and updating to iOS 11.1. Please let us know if this helps.,software_troubleshooting,False,no high-risk term detected
31960,123068,True,Tue Oct 31 17:11:48 +0000 2017,@AppleSupport iPad and iPhone,31959,31961.0,31960.0,"@123068 Alright, can you tell us what iOS version you're currently on?  Also, have you tried unpairing and pairing your AirPods again?",software_troubleshooting,False,no high-risk term detected
31962,123068,True,Tue Oct 31 16:57:08 +0000 2017,@AppleSupport AirPods are connected but don’t play audio anymore any troubleshooting tips?,31961,,31962.0,"@123068 We can certainly take a look!  To begin, does this occur with all devices or just one?",software_troubleshooting,False,no high-risk term detected
31964,123069,True,Wed Nov 01 03:36:58 +0000 2017,@115858 shards of glass literally stabbed me when my screen broke. Fuck you apple I phone.,31963,,31964.0,@123069 Send us a DM so we can help. We'd like to get some more information on what happened here. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
31420,123070,True,Wed Nov 01 04:04:38 +0000 2017,@122928 @AppleSupport I’ve had the same problem all day.,31965,31419.0,31420.0,"@123070 Let's look into this together. Which device are you experiencing this on, and which software version is it running?",software_troubleshooting,False,no high-risk term detected
32355,123166,True,Wed Nov 01 06:25:34 +0000 2017,@115858 1+2+3=23?? On iOS 11!!! You know it sucks. Fix it or you’re going down as a company.,32353,,32355.0,"@123166 Let's look into this together. DM us the device you're experiencing this on, and we'll get started. https://t.co/GDrqU22YpT",software_troubleshooting,False,no high-risk term detected
9212,123167,True,Wed Nov 01 06:04:41 +0000 2017,@AppleSupport Fix our iOS 11.03 battery issue. I’m on a 7 plus. @1257,32356,9200.0,9212.0,@123167 Send us a DM and let us know how long your battery is lasting. We'll help. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
32359,123168,True,Wed Nov 01 13:09:57 +0000 2017,@AppleSupport I meant auto renewing purchases per week or month like the FemaleFitness app for example,32361,32358.0,32359.0,@123168 Got it. This article should do the trick for that: https://t.co/YKDbvueXrq,software_troubleshooting,False,no high-risk term detected
32360,123168,True,Wed Nov 01 06:01:43 +0000 2017,@AppleSupport how can I unsubscribe to an auto renewing app in my iPhone?,32358,,32360.0,@123168 This resource should do the trick. Check out the steps under 'Turn on Automatic Downloads': https://t.co/2oRvemLiMD,software_troubleshooting,False,no high-risk term detected
32363,123169,True,Thu Nov 02 04:10:55 +0000 2017,@AppleSupport It’s glitching when I try to erase pictures or go onto new apps,32365,32362.0,32363.0,@123169 Let's see what we can do. Send us a DM and let us know what you mean by glitching. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
32364,123169,True,Wed Nov 01 06:19:27 +0000 2017,Why is my BRAND NEW iPhone 7 already glitching @115858 ??🙃 I hate you guys,32362,,32364.0,@123169 We're here to help. What specific issues are you experiencing with your device?,general_inquiry,False,no high-risk term detected
32367,123062,True,Wed Nov 01 05:26:47 +0000 2017,Anyone else having #IOSissues ? Everytime i type “i” it auto corrects to something else. 😡 @115858,32366,,32367.0,@123062 Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
32369,123170,True,Wed Nov 01 06:18:21 +0000 2017,@AppleSupport fix your shit. See this I️ get to it girl it’s a glitch,32368,,32369.0,@123170 We can definitely look into this with you. Which device are you using? DM us and let us know. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
32371,123171,True,Wed Nov 01 13:56:34 +0000 2017,@AppleSupport Thanks! I have iOS 11.1 but i dont see the new emojis 😫,32372,32370.0,32371.0,@123171 Thanks for following up. Send us a DM so we can look into this with you there. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
9214,123171,True,Wed Nov 01 06:17:12 +0000 2017,@AppleSupport I have the iPhone 7 Plus but i can’t do that 😢,32370,9200.0,9214.0,"@123171 Thanks for reaching out. We are always happy to help. Are you running iOS 11.1? If not, learn how here: https://t.co/80YRnjDFDk",software_troubleshooting,False,no high-risk term detected
32374,123172,True,Wed Nov 01 06:40:12 +0000 2017,Now I️ see I’m not the only one whose phone is acting up cuz @115858 dropped a new phone. They get on my nerves with that dumb shit.,32373,,32374.0,@123172 What kind of issues are you having? We can help out.,general_inquiry,False,no high-risk term detected
32376,123173,True,Wed Nov 01 06:05:03 +0000 2017,"Oye @115858, muy bonitos tus nuevos emojis pero, ¿para cuando el poder desactivar (REAL) el Wifi y el Bluetooth desde el CC?",32375,,32376.0,@123173 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,general_inquiry,False,no high-risk term detected
32378,123174,True,Wed Nov 01 12:57:44 +0000 2017,"@AppleSupport Hi. This isn’t expected behaviour as you rolled out a change last night enabling the ability to do this. 
https://t.co/cOodP8PCoU",32380,32377.0,32378.0,@123174 Are you following the steps here to change it: https://t.co/xuZEqdPMFW Let us know in DM. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
32379,123174,True,Wed Nov 01 06:08:42 +0000 2017,"Hey @115858 @AppleSupport, not sure you tested EVERYTHING when implementing the ability to switch #iCloud account emails! https://t.co/GebmTtpdCc",32377,,32379.0,"@123174 This is expected behavior. https://t.co/tmRhWEkIq4 emails cannot be changed, but you could use an alias: https://t.co/tewQI88gby",account_access,False,no high-risk term detected
32382,123175,True,Wed Nov 01 13:08:28 +0000 2017,@AppleSupport Yes. I’m sure sleep wake failure is the cause of this..!,32384,32381.0,32382.0,"@123175 We’d love to help further. To start, please send us a DM letting us know which Mac you’re using. https://t.co/GDrqU22YpT",software_troubleshooting,False,no high-risk term detected
32383,123175,True,Wed Nov 01 06:21:40 +0000 2017,Hey @AppleSupport this is what happened after 10.13.1 please advise.!! https://t.co/ak14ZArtkf,32381,,32383.0,@123175 We want your Mac to work as expected. Does this message come back up if you click the Restart button?,software_troubleshooting,False,no high-risk term detected
32386,123176,True,Wed Nov 01 13:14:36 +0000 2017,@AppleSupport I just noticed I need to update to 11.1 so I’ll do that and make sure to contact y’all if it does it again!,32388,32385.0,32386.0,"@123176 OK, sounds good. We'll be here for you if you need anything further.",software_troubleshooting,False,no high-risk term detected
32387,123176,True,Wed Nov 01 05:43:46 +0000 2017,@123177 @115858 🙋🏻 it doesn’t do it too often but it has started randomly restarting and it’s brand new.. maybe a problem with the update..,"32385,32389",32390.0,32387.0,@123176 We'd like to take a closer look at what's happening. DM us with what type of iPhone you're using. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
32390,123177,True,Wed Nov 01 03:12:08 +0000 2017,Anyone else’s iPhone randomly die when it’s not even on low battery? Idk if it’s the @115858 update or what,"32391,32387",,32390.0,@123177 We can definitely look into this with you to help get to the bottom of this. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
32393,123178,True,Wed Nov 01 05:42:51 +0000 2017,@115858  I am so fed up w/your “updates” making my iPhone 6s operate like 1990’s dial up! Ur geniuses s:b able to figure out new v. Old Tech.,32392,,32393.0,@123178 We'd like to help with your issue. DM us and tell us more about what's happening with your iPhone 6s. https://t.co/GDrqU22YpT,software_troubleshooting,False,no high-risk term detected
32395,123179,True,Wed Nov 01 04:59:44 +0000 2017,"Dear @115858, what you've done to my iPhone 6 w/ IOS 11 should be a crime. Thanks 4 updating 2 useless. Makes me want 2 cancel my X pre-order","32394,32396",,32395.0,@123179 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.,software_troubleshooting,False,no high-risk term detected
32398,123180,True,Wed Nov 01 06:15:59 +0000 2017,"@AppleSupport I’m late to the complaining party, but y’all I keep having to restart my phone just to make a call 🙄",32397,,32398.0,@123180 Thanks for reaching out; we'd like to help. When did you first encounter this issue?,software_troubleshooting,False,no high-risk term detected
32400,123181,True,Wed Nov 01 15:48:44 +0000 2017,@AppleSupport Yes. I read and did that. I get a message that says I cannot change my Apple ID to an email ending in @798. Which is contrary to the document,32402,32399.0,32400.0,@123181 We'd like to take a closer look at this with you. Send us a DM and we'll meet up with you there. https://t.co/GDrqU22YpT,account_access,False,no high-risk term detected
32401,123181,True,Wed Nov 01 04:39:10 +0000 2017,Hey @AppleSupport I heard I can change my Apple ID to my @798 email but when I try it says nope. What gives? Spent an hour signing out &amp; in.,"32399,32403",,32401.0,@123181 We'd be happy to provide you with some info. Start by taking a look at the following article: https://t.co/xuZEqdPMFW,account_access,False,no high-risk term detected
32405,123182,True,Wed Nov 01 05:02:11 +0000 2017,Can y’all fix the I character please?! I️m tired of seeing this I️ @AppleSupport,32404,,32405.0,@123182 We'd like to work on this with you. Which device are you using and which iOS are you on? Check here: Settings &gt; General &gt; About.,software_troubleshooting,False,no high-risk term detected
